measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
300233;DATAINN;R;2018-06-15T21:00+02:00[Europe/Oslo];4;1.0;610;551;59;20;21;4;14
300233;DATAINN;R;2018-06-15T22:00+02:00[Europe/Oslo];1;1.0;156;146;10;8;2;0;0
300233;DATAINN;R;2018-06-15T22:00+02:00[Europe/Oslo];2;1.0;162;157;5;4;1;0;0
300233;DATAINN;R;2018-06-15T22:00+02:00[Europe/Oslo];3;1.0;534;489;45;18;15;4;8
300233;DATAINN;R;2018-06-15T22:00+02:00[Europe/Oslo];4;1.0;605;562;43;19;15;3;6
300233;DATAINN;R;2018-06-15T23:00+02:00[Europe/Oslo];1;1.0;103;102;1;0;0;1;0
300233;DATAINN;R;2018-06-15T23:00+02:00[Europe/Oslo];2;1.0;104;99;5;3;2;0;0
300233;DATAINN;R;2018-06-15T23:00+02:00[Europe/Oslo];3;1.0;399;376;23;10;7;1;5
300233;DATAINN;R;2018-06-15T23:00+02:00[Europe/Oslo];4;1.0;479;460;19;6;9;0;4
300233;DATAINN;R;2018-06-16T00:00+02:00[Europe/Oslo];1;1.0;44;44;0;0;0;0;0
300233;DATAINN;R;2018-06-16T00:00+02:00[Europe/Oslo];2;1.0;38;37;1;1;0;0;0
300233;DATAINN;R;2018-06-16T00:00+02:00[Europe/Oslo];3;1.0;298;268;30;14;8;1;7
300233;DATAINN;R;2018-06-16T00:00+02:00[Europe/Oslo];4;1.0;308;286;22;7;6;2;7
300233;DATAINN;R;2018-06-16T01:00+02:00[Europe/Oslo];1;1.0;29;27;2;2;0;0;0
300233;DATAINN;R;2018-06-16T01:00+02:00[Europe/Oslo];2;1.0;27;25;2;0;1;0;1
300233;DATAINN;R;2018-06-16T01:00+02:00[Europe/Oslo];3;1.0;189;174;15;6;1;3;5
300233;DATAINN;R;2018-06-16T01:00+02:00[Europe/Oslo];4;1.0;209;196;13;5;5;0;3
300233;DATAINN;R;2018-06-16T02:00+02:00[Europe/Oslo];1;1.0;11;10;1;1;0;0;0
300233;DATAINN;R;2018-06-16T02:00+02:00[Europe/Oslo];2;1.0;7;7;0;0;0;0;0
